asset_id,file_path,file_name,file_type,category,scene,description,resolution,duration,quality_score,brand_fit_score,usage_priority,recommended_section,usage_role,issues,ai_edit_needed,notes,status,review_status,creative_grade,review_summary,reviewed_at,commercial_clearance,clearance_basis
AST-0662,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/YDlfjIcbmnuFj8G4KFwVAPAGJ7RDInBIoPp94gSpOQMe81pz5IjCI16Sx1DZqDCZ.jpg,YDlfjIcbmnuFj8G4KFwVAPAGJ7RDInBIoPp94gSpOQMe81pz5IjCI16Sx1DZqDCZ.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 후면 및 그래픽 증거 사진,2358×3010,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / BACK PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-024; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY T-SHIRT의 후면 및 그래픽 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0663,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/crARD87KRmRd7ZR7Ru6tsFjA27gbtZM2Lv2gIVChY7bpVcEQFxKYKA400ckJiTnV.jpg,crARD87KRmRd7ZR7Ru6tsFjA27gbtZM2Lv2gIVChY7bpVcEQFxKYKA400ckJiTnV.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 디테일 증거 사진,2358×3010,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-025; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY T-SHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0664,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/dBxnCbTBAPAwycDZWpx3mUPBo88nhMnL3033LyZeBqeC6TdNShcsq3vQlI0gIpOW.jpg,dBxnCbTBAPAwycDZWpx3mUPBo88nhMnL3033LyZeBqeC6TdNShcsq3vQlI0gIpOW.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 디테일 증거 사진,2358×3011,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-026; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY T-SHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0665,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/dHgDd1tRrmOkbxxx6LNTLkI0NocKJtJ9L743vMRhW94dZwPXHp51gqSeWn8odV1X.jpg,dHgDd1tRrmOkbxxx6LNTLkI0NocKJtJ9L743vMRhW94dZwPXHp51gqSeWn8odV1X.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 전면 및 착용 증거 사진,2358×3010,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-027; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY T-SHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0666,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/gnJ3Bg4m49FZDeC7JpIlIJMdhAIgFD2TFWdgjVuRAZ4ZZLz8xKaNWfG12PpSPvSt.jpg,gnJ3Bg4m49FZDeC7JpIlIJMdhAIgFD2TFWdgjVuRAZ4ZZLz8xKaNWfG12PpSPvSt.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 전면 및 착용 증거 사진,2358×3010,N/A — 정지 이미지,MEDIUM,MEDIUM,LOW,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-028; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,C,실제 확인: DAY T-SHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 유사 구도 반복 또는 제품 비중이 낮아 핵심보다 보조/기록용 우선순위가 맞다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0667,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/krkIlyw1xwMvJFl8Clgmdz71WJtl2WBNHchjfnaBR2ucy4QR3auQjGHZKn3pNU7p.jpg,krkIlyw1xwMvJFl8Clgmdz71WJtl2WBNHchjfnaBR2ucy4QR3auQjGHZKn3pNU7p.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 디테일 증거 사진,2358×3010,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-029; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY T-SHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0668,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/lAxJyvLHP2pkFSMs6baDROOzX9Ni6zLSeNbR65wvxz8V9wqsrWOZfgMk8s1lbYzN.jpg,lAxJyvLHP2pkFSMs6baDROOzX9Ni6zLSeNbR65wvxz8V9wqsrWOZfgMk8s1lbYzN.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 전면 및 착용 증거 사진,2358×3010,N/A — 정지 이미지,MEDIUM,MEDIUM,LOW,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-030; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,C,실제 확인: DAY T-SHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 유사 구도 반복 또는 제품 비중이 낮아 핵심보다 보조/기록용 우선순위가 맞다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0669,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/남병민_bangbang._.2_171cm_71kg_2024-10-11 08_55/zgJYBqxUCiQr7T7qFejmyc84RxH7JY6HXvw7PI8U6wr4z3mpBYji2fOgZYwpSihB.jpg,zgJYBqxUCiQr7T7qFejmyc84RxH7JY6HXvw7PI8U6wr4z3mpBYji2fOgZYwpSihB.jpg,jpg,유료 마케팅 착용,DAY,남병민_bangbang. 유료 마케팅 납품 T-SHIRT DAY 디테일 증거 사진,2358×3010,N/A — 정지 이미지,MEDIUM,MEDIUM,LOW,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-031; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,C,실제 확인: DAY T-SHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 유사 구도 반복 또는 제품 비중이 낮아 핵심보다 보조/기록용 우선순위가 맞다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0670,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/8JQXa5iYDlo6UfE9NGGSqRs7QdXY4oPbtWenHG4loHsgLHiD7TwFFSFJruwWpvWq.jpg,8JQXa5iYDlo6UfE9NGGSqRs7QdXY4oPbtWenHG4loHsgLHiD7TwFFSFJruwWpvWq.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 디테일 증거 사진,2340×2986,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-032; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: NIGHT SWEATSHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0671,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/OxnfqSIHfNd8nx8T3ffMNaUlX6NjcH3suXOTSsipkWJT9NNfOFkb4kqgOKjNKMTx.jpg,OxnfqSIHfNd8nx8T3ffMNaUlX6NjcH3suXOTSsipkWJT9NNfOFkb4kqgOKjNKMTx.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 전면 및 착용 증거 사진,2340×2987,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-033; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: NIGHT SWEATSHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0672,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/PSFcMRRtMUb0TQ9eXHrugDgJDG3r83620SW5AKR5E1R0yieNmvfdL02WsTLDUiyn.jpg,PSFcMRRtMUb0TQ9eXHrugDgJDG3r83620SW5AKR5E1R0yieNmvfdL02WsTLDUiyn.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 디테일 증거 사진,2340×2986,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-034; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: NIGHT SWEATSHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0673,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/buXsLC4tnj352tqTiW18ifGDB3GjqQxAUwADIxMghdEMMQXB6C0vd3CCChoL0JGe.jpg,buXsLC4tnj352tqTiW18ifGDB3GjqQxAUwADIxMghdEMMQXB6C0vd3CCChoL0JGe.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 전면 및 착용 증거 사진,2340×2987,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-035; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: NIGHT SWEATSHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0674,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/e8URZac0iSSnp9amo1jhnI33wnWC2r4E9F28suIGlNbxf4u1Kw2qc23tS2cDDmxz.jpg,e8URZac0iSSnp9amo1jhnI33wnWC2r4E9F28suIGlNbxf4u1Kw2qc23tS2cDDmxz.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 전면 및 착용 증거 사진,2340×2987,N/A — 정지 이미지,MEDIUM,MEDIUM,LOW,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-036; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,C,실제 확인: NIGHT SWEATSHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 유사 구도 반복 또는 제품 비중이 낮아 핵심보다 보조/기록용 우선순위가 맞다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0675,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/kuyxktooP7pnLuMGKngZYaf9aTSmJh0eQUUPsCaveexHkNQk4JpF3ywdV4HC28Ba.jpg,kuyxktooP7pnLuMGKngZYaf9aTSmJh0eQUUPsCaveexHkNQk4JpF3ywdV4HC28Ba.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 전면 및 착용 증거 사진,2340×2987,N/A — 정지 이미지,MEDIUM,MEDIUM,LOW,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-037; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,C,실제 확인: NIGHT SWEATSHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 유사 구도 반복 또는 제품 비중이 낮아 핵심보다 보조/기록용 우선순위가 맞다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0676,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/oHH8K5klsJlfRioUoFuqAy1flwTNLQFOjO7nbmljb36c6iEv3EtJ8RmyzoZUb7ox.jpg,oHH8K5klsJlfRioUoFuqAy1flwTNLQFOjO7nbmljb36c6iEv3EtJ8RmyzoZUb7ox.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 후면 및 그래픽 증거 사진,2340×2987,N/A — 정지 이미지,HIGH,HIGH,HIGH,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / BACK PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-038; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT의 후면 및 그래픽 증거가 보이는 오늘룩 유료 납품 사진이다. 제품 후면 그래픽과 실제 착용 장면이 동시에 명확해 유료/유기적 소셜의 핵심 Trust Amplifier 후보다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0677,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40/silCKbbBYqhJ71kW220TnNMSOXAAfJbFzLwRKxb3klldZft33atMxBQVJxLSjkOn.jpg,silCKbbBYqhJ71kW220TnNMSOXAAfJbFzLwRKxb3klldZft33atMxBQVJxLSjkOn.jpg,jpg,유료 마케팅 착용,NIGHT,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT NIGHT 디테일 증거 사진,2340×2986,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-039; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: NIGHT SWEATSHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0678,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40 (1)/2nHzmI61v5RrrIoJorF1PstIett2JMyCkbdfLPDc9kGd1R1WD965uZE1Cm76ujBB.jpg,2nHzmI61v5RrrIoJorF1PstIett2JMyCkbdfLPDc9kGd1R1WD965uZE1Cm76ujBB.jpg,jpg,유료 마케팅 착용,DAY,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT DAY 디테일 증거 사진,2340×2987,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-040; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY SWEATSHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0679,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40 (1)/3TphFVpFozXo7oKecRXhmBPe6R5c1BtMAm5DUCLiDpQqEuCFfi019Px9Bug0mlUA.jpg,3TphFVpFozXo7oKecRXhmBPe6R5c1BtMAm5DUCLiDpQqEuCFfi019Px9Bug0mlUA.jpg,jpg,유료 마케팅 착용,DAY,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT DAY 디테일 증거 사진,2340×2986,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-041; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY SWEATSHIRT의 디테일 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
AST-0680,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/류혜연_hye5mii_171cm_61kg_2024-09-08 18_40 (1)/9IabSoF8eXwNAklMWAjCCoH3UOrPMcDJi967lUV3IGOnA5fo2VdL20AUPFdNy8Pz.jpg,9IabSoF8eXwNAklMWAjCCoH3UOrPMcDJi967lUV3IGOnA5fo2VdL20AUPFdNy8Pz.jpg,jpg,유료 마케팅 착용,DAY,류혜연_hye5mii 유료 마케팅 납품 SWEATSHIRT DAY 전면 및 착용 증거 사진,2340×2987,N/A — 정지 이미지,HIGH,HIGH,MEDIUM,SOCIAL PROOF / PRODUCT PROOF,TRUST AMPLIFIER / WORN PROOF / FRONT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 확인 필요.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않고 크롭·색보정·먼지 정리만 허용.,"A-011B 신규 수집 TL-042; 원본 유지, 사전·사후 SHA-256 일치.",CANDIDATE,REVIEWED,B,실제 확인: DAY SWEATSHIRT의 전면 및 착용 증거가 보이는 오늘룩 유료 납품 사진이다. 전면·후면·소매·핏 중 하나를 실제로 보여 주는 보조 Product/Worn Proof다. 상업사용 범위는 사용자 확인으로 CLEARED 처리하되 현재 판매 SKU 동일성은 별도 검증한다.,2026-08-10,CLEARED,USER CONFIRMED PAID MARKETING
